Time_s,IR,Red,BPM,SpO2,Movement
13.562,109031,143257,73.5065423686668,89.2801456278369,0.152533388703899
13.602,109045,143252,73.6195605443787,89.3530722525404,0.0926506434476426
13.642,109049,143237,73.9934384575247,89.411373019895,0.155529267307465
13.682,109044,143241,74.1570254178671,89.457972819628,0.10539808378414
13.722,109052,143255,73.0535651209953,89.4952154941375,0.300142973368415
13.762,109053,143268,73.1122332886934,89.5249782300901,0.167565149191688
13.802,109052,143272,72.793281905432,89.5487539724865,0.261062596652374
13.842,109058,143277,71.6519259222662,89.5677518583341,0.0778502401114248
13.882,109056,143279,71.2386113781267,89.5829294021678,0.13539705378991
13.922,109042,143259,72.9589536533066,89.5950598293168,0.200931294109567
13.962,109006,143264,73.7419594281613,89.6047747844651,0.146172152610201
14.002,108998,143266,74.2459465710477,89.4654053472123,0.0756733549021773
14.042,109011,143272,72.8896771549101,89.2093592933996,0.131167376715464
14.082,109031,143247,73.3690630978708,89.0045265090779,0.0811774002852865
14.122,109054,143266,71.9852728692675,88.8406495861054,0.0749972819789473
14.162,109065,143243,72.9164788446982,88.7095242327758,0.112856892228495
14.202,109062,143268,73.7244224644293,88.6046124855554,0.0944344647751001
14.242,109068,143292,74.6685762402557,88.5206774288346,0.0906445843812129
14.282,109081,143302,73.2399294916986,88.4535171801613,0.0748226293655425
14.322,109082,143322,72.9720311254782,88.3997742485561,0.0632823614328999
14.362,109092,143391,73.9872706342623,88.3567943711857,0.0790356019595329
14.402,109154,143500,73.6970712872743,87.82447701888,0.0906488584485481
14.442,109211,143554,73.8560882115896,86.758425527691,0.0425295491435543
14.482,109225,143588,74.9464812563751,85.5025250069883,0.0720814600647823
14.522,109265,143622,76.0709590954123,84.5673384590529,0.0685444098699534
14.562,109270,143620,74.1889541389496,83.8959970484082,0.075553141731462
14.602,109222,143566,74.175688393914,83.521580544204,0.019843091578336
14.642,109198,143564,74.413437455253,83.1638958336754,0.06298828125
14.682,109224,143596,75.1257086135651,82.7580078618873,0.049143270109032
14.722,109250,143616,76.3127121489896,82.0119476046311,0.018967699804253
14.762,109262,143641,76.4751295679949,81.512387228825,0.0650606136873081
14.802,109278,143655,75.6193062173795,81.24526918139,0.0249143085533377
14.842,109289,143686,77.1767784509003,81.1646432353889,0.0483133262573492
14.882,109296,143691,77.9937664356708,81.1728297491622,0.033241698354491
14.922,109299,143719,77.4991363276641,80.8848123837241,0.0305653922305845
14.962,109296,143732,78.2369673674834,80.4912236370827,0.0396659023360869
15.002,109315,143752,78.2018336414232,80.2496563319796,0.0513427211962555
15.042,109325,143759,79.6311007226549,80.1622473740442,0.0186587976604351
15.082,109332,143739,78.8544967803336,80.2181737409699,0.0389777217225421
15.122,109328,143705,80.0991760052604,80.2629691024377,0.00818144339849416
15.162,109269,143659,68.7717225290446,80.2988622678154,0.0265418028136813
15.202,109244,143638,71.7249036195611,80.3276374193715,0.0276256741402649
15.242,109231,143625,72.5101560807783,80.350704704597,0.0109401154796914
15.282,109237,143649,73.5433094210056,80.3692160294852,0.00788086542557079
15.322,109261,143675,74.3843059339909,80.3840798571812,0.0175679495288145
15.362,109276,143714,72.7649485979648,80.3960326566432,0.0212808855784579
15.402,109294,143722,71.7416661621767,80.4056490235871,0.0295329437577477
15.442,109294,143731,72.3788870965063,80.4133936996582,0.008056640625
15.482,109302,143752,70.8415892478886,80.4196702044266,0.00758802259175784
15.522,109298,143760,70.3782132221742,80.4134612835958,0.0465240053131019
15.562,109297,143764,69.2117580974546,80.3633062484783,0.01806640625
15.602,109302,143772,70.5199597457138,80.2327040512155,0.0573330354165314
15.642,109308,143772,69.3294038510229,80.1283356101737,0.0366650127269057
15.682,109306,143743,70.9639052812115,80.0449455929961,0.0175475808848305
15.722,109294,143722,70.5492243135717,80,0.0540406252315333
15.762,109274,143694,71.5012868919435,80,0.0763848091731479
15.802,109249,143681,70.9945210301147,80,0.0148344311825814
15.842,109248,143698,70.4617304095513,80,0.0535764918886377
15.882,109262,143721,71.1824054898398,80,0.0620160439251979
15.922,109281,143739,72.0956910703525,80,0.0349223515352169
15.962,109280,143742,72.8884057887865,80,0.0365078000134562
16.002,109287,143741,73.7449795974858,80,0.0681943809610845
16.042,109280,143732,74.4183836462166,80,0.0669074498531794
16.082,109276,143744,74.0646092349877,80,0.00952461386871639
16.122,109265,143720,74.0435946622931,80,0.0632927213090828
16.162,109261,143680,72.749910072957,80,0.0329770639070097
16.202,109227,143647,73.0120526227932,80,0.0904078809509952
16.242,109215,143590,73.3374356006697,80,0.0332363187134543
16.282,109196,143571,72.0816862239474,80,0.0246013325462121
